"wetting potential","permeability-X","permeability-Y","permeability-Offdiagonal","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
3.3034,1,1,0,1,0.053685,0.037961,0.13796,0
3.3025,1,1,0,1,0.053812,0.038051,0.13805,0
3.3025,1,1,0,1,0.053939,0.038141,0.13814,0
3.3025,1,1,0,1,0.054067,0.038231,0.13823,0
3.3025,1,1,0,1,0.054194,0.038321,0.13832,0
3.3025,1,1,0,1,0.054321,0.038411,0.13841,0
3.3025,1,1,0,1,0.054448,0.038501,0.1385,0
3.3025,1,1,0,1,0.054575,0.038591,0.13859,0
3.3025,1,1,0,1,0.054703,0.038681,0.13868,0
3.3025,1,1,0,1,0.05483,0.038771,0.13877,0
3.3025,1,1,0,1,0.054957,0.038861,0.13886,0
3.3025,1,1,0,1,0.055084,0.038951,0.13895,0
3.3015,1,1,0,1,0.055212,0.03904,0.13904,0
3.3015,1,1,0,1,0.055339,0.03913,0.13913,0
3.3015,1,1,0,1,0.055466,0.03922,0.13922,0
3.3015,1,1,0,1,0.055593,0.03931,0.13931,0
3.3015,1,1,0,1,0.05572,0.0394,0.1394,0
3.3015,1,1,0,1,0.055848,0.03949,0.13949,0
3.3015,1,1,0,1,0.055975,0.03958,0.13958,0
3.3015,1,1,0,1,0.056102,0.03967,0.13967,0
3.3015,1,1,0,1,0.056229,0.03976,0.13976,0
3.3015,1,1,0,1,0.056357,0.03985,0.13985,0
3.3015,1,1,0,1,0.056484,0.03994,0.13994,0
3.3005,1,1,0,1,0.056611,0.04003,0.14003,0
3.3005,1,1,0,1,0.056738,0.04012,0.14012,0
